Classe di età,Tipo attività,Periodo temporale di riferimento,Value
45-64 anni,lavoro familiare,giorno medio settimanale 01:40 - 01:50,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 01:50 - 02:00,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 02:00 - 02:10,0.0
45-64 anni,lavoro familiare,giorno medio settimanale 02:10 - 02:20,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 02:20 - 02:30,0.0
45-64 anni,lavoro familiare,giorno medio settimanale 02:30 - 02:40,0.0
45-64 anni,lavoro familiare,giorno medio settimanale 02:40 - 02:50,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 02:50 - 03:00,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 03:00 - 03:10,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 03:10 - 03:20,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 03:20 - 03:30,0.0
45-64 anni,lavoro familiare,giorno medio settimanale 03:30 - 03:40,0.0
45-64 anni,lavoro familiare,giorno medio settimanale 03:40 - 03:50,0.0
45-64 anni,lavoro familiare,giorno medio settimanale 03:50 - 04:00,0.0
45-64 anni,lavoro familiare,giorno medio settimanale 04:00 - 04:10,0.0
45-64 anni,lavoro familiare,giorno medio settimanale 04:10 - 04:20,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 04:20 - 04:30,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 04:30 - 04:40,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 04:40 - 04:50,0.1
45-64 anni,lavoro familiare,giorno medio settimanale 04:50 - 05:00,0.2
45-64 anni,lavoro familiare,giorno medio settimanale 05:00 - 05:10,0.2
45-64 anni,lavoro familiare,giorno medio settimanale 05:10 - 05:20,0.7
45-64 anni,lavoro familiare,giorno medio settimanale 05:20 - 05:30,0.6
45-64 anni,lavoro familiare,giorno medio settimanale 05:30 - 05:40,0.7
45-64 anni,lavoro familiare,giorno medio settimanale 05:40 - 05:50,0.8
45-64 anni,lavoro familiare,giorno medio settimanale 05:50 - 06:00,0.9
45-64 anni,lavoro familiare,giorno medio settimanale 06:00 - 06:10,1.9
45-64 anni,lavoro familiare,giorno medio settimanale 06:10 - 06:20,2.9
45-64 anni,lavoro familiare,giorno medio settimanale 06:20 - 06:30,3.4
45-64 anni,lavoro familiare,giorno medio settimanale 06:30 - 06:40,4.6
45-64 anni,lavoro familiare,giorno medio settimanale 06:40 - 06:50,5.2
45-64 anni,lavoro familiare,giorno medio settimanale 06:50 - 07:00,6.1
45-64 anni,lavoro familiare,giorno medio settimanale 07:00 - 07:10,8.9
45-64 anni,lavoro familiare,giorno medio settimanale 07:10 - 07:20,11.4
45-64 anni,lavoro familiare,giorno medio settimanale 07:20 - 07:30,12.6
45-64 anni,lavoro familiare,giorno medio settimanale 07:30 - 07:40,14.6
45-64 anni,lavoro familiare,giorno medio settimanale 07:40 - 07:50,15.7
45-64 anni,lavoro familiare,giorno medio settimanale 07:50 - 08:00,15.9
45-64 anni,lavoro familiare,giorno medio settimanale 08:00 - 08:10,19.2
45-64 anni,lavoro familiare,giorno medio settimanale 08:10 - 08:20,20.8
45-64 anni,lavoro familiare,giorno medio settimanale 08:20 - 08:30,21.9
45-64 anni,lavoro familiare,giorno medio settimanale 08:30 - 08:40,23.9
45-64 anni,lavoro familiare,giorno medio settimanale 08:40 - 08:50,25.3
45-64 anni,lavoro familiare,giorno medio settimanale 08:50 - 09:00,26.4
45-64 anni,lavoro familiare,giorno medio settimanale 09:00 - 09:10,27.3
45-64 anni,lavoro familiare,giorno medio settimanale 09:10 - 09:20,29.7
45-64 anni,lavoro familiare,giorno medio settimanale 09:20 - 09:30,30.0
45-64 anni,lavoro familiare,giorno medio settimanale 09:30 - 09:40,31.4
45-64 anni,lavoro familiare,giorno medio settimanale 09:40 - 09:50,31.9
45-64 anni,lavoro familiare,giorno medio settimanale 09:50 - 10:00,31.0
45-64 anni,lavoro familiare,giorno medio settimanale 10:00 - 10:10,30.0
45-64 anni,lavoro familiare,giorno medio settimanale 10:10 - 10:20,33.6
45-64 anni,lavoro familiare,giorno medio settimanale 10:20 - 10:30,34.2
45-64 anni,lavoro familiare,giorno medio settimanale 10:30 - 10:40,33.9
45-64 anni,lavoro familiare,giorno medio settimanale 10:40 - 10:50,34.6
45-64 anni,lavoro familiare,giorno medio settimanale 10:50 - 11:00,33.3
45-64 anni,lavoro familiare,giorno medio settimanale 11:00 - 11:10,31.6
45-64 anni,lavoro familiare,giorno medio settimanale 11:10 - 11:20,34.1
45-64 anni,lavoro familiare,giorno medio settimanale 11:20 - 11:30,34.3
45-64 anni,lavoro familiare,giorno medio settimanale 11:30 - 11:40,34.7
45-64 anni,lavoro familiare,giorno medio settimanale 11:40 - 11:50,35.5
45-64 anni,lavoro familiare,giorno medio settimanale 11:50 - 12:00,34.3
45-64 anni,lavoro familiare,giorno medio settimanale 12:00 - 12:10,31.4
45-64 anni,lavoro familiare,giorno medio settimanale 12:10 - 12:20,32.3
45-64 anni,lavoro familiare,giorno medio settimanale 12:20 - 12:30,30.2
45-64 anni,lavoro familiare,giorno medio settimanale 12:30 - 12:40,28.2
45-64 anni,lavoro familiare,giorno medio settimanale 12:40 - 12:50,27.9
45-64 anni,lavoro familiare,giorno medio settimanale 12:50 - 13:00,24.2
45-64 anni,lavoro familiare,giorno medio settimanale 13:00 - 13:10,19.7
45-64 anni,lavoro familiare,giorno medio settimanale 13:10 - 13:20,20.0
45-64 anni,lavoro familiare,giorno medio settimanale 13:20 - 13:30,19.3
45-64 anni,lavoro familiare,giorno medio settimanale 13:30 - 13:40,19.0
45-64 anni,lavoro familiare,giorno medio settimanale 13:40 - 13:50,19.0
45-64 anni,lavoro familiare,giorno medio settimanale 13:50 - 14:00,18.8
45-64 anni,lavoro familiare,giorno medio settimanale 14:00 - 14:10,20.3
45-64 anni,lavoro familiare,giorno medio settimanale 14:10 - 14:20,21.5
45-64 anni,lavoro familiare,giorno medio settimanale 14:20 - 14:30,20.9
